ID,Title,GrantType,ImageURL,Grantee0Name,Grantee0Inst,Grantee1Name,Grantee1Inst,Grantee2Name,Grantee2Inst,GrantYear,GrantMentor,GrantArea0,GrantArea1,GrantArea2,GrantAmount,Content0Header,Content0Content,Content1Header,Content1Content,Content2Header,Content2Content
2480,Suicide Onset Following Antidepressant Initiation,"Standard Research Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Penfold-Robert-2011.jpg,"Robert Penfold, Ph.D.",Group Health Cooperative,NULL,NULL,NULL,NULL,2012,NULL,"Clinical Treatment Studies",NULL,NULL,74944,Inside the Research,"<strong>Bio:</strong> Dr. Penfold received his doctorate from the University of Toronto in Canada in 2004. He is currently a Health Science Specialist with the Veterans Health Administration, an Assistant Scientific Investigator at the Group Health Research Institute, and an Assistant Professor in Health Services Research at the University of Washington.
<strong>Research Categories:</strong> Antidepressant treatment and suicidal behavior, statistical approaches such as marginal structural models
<strong>Abstract: </strong>There is conflicting evidence concerning the effects of antidepressant medications on the risk of suicide attempts. It is unknown whether antidepressant treatment exacerbates suicidal ideation or behavior in people previously reporting those thoughts, or whether individuals with no history of suicidal ideation spontaneously develop these thoughts after exposure to antidepressants. Dr. Penfold’s study population will include approximately 148,000 individuals undergoing depression treatment at Group Health Cooperative between July 2006 and June 2012 for whom baseline (pre-treatment) and follow-up Patient Health Questionnaire (PHQ-9) scores.were available The goal is to examine the risk for new or increased suicidal ideation and suicide attempts associated with antidepressant treatment among individuals 13 to 84 years old. He will compare those who just began antidepressant treatment with individuals in ongoing treatment for depression. He will also compare the risk of increased suicidal ideation and attempts in individuals who (1) use antidepressants only, (2) attend psychotherapy only, and (3) use both psychotherapy and antidepressant medications together. A unique aspect of the study is the application of sophisticated statistical techniques (Marginal Structural Models) to routinely collected patient medical record data.
<strong>Impact:</strong> To identify risk for suicidal behavior with antidepressant use, and to apply statistical methods for studying routine medial records to understand actual clinical practice and outcomes.",NULL,NULL,NULL,NULL
3654,Suicide Prevention in Hospitalized Older Adults with MDD and Cognitive Impairment,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/01/Kiosses-Dimitris-2014.jpg,"Dimitris Kiosses, Ph.D.",Joan & Sanford I. Weill Medical College of Cornell University,NULL,NULL,NULL,NULL,2015,NULL,"Psychosocial Studies","Clinical Treatment Studies",NULL,90000,Inside the Research,"<strong>Question:</strong> Will older impaired suicidal adults benefit from a home delivered program?
<strong>Strategy:</strong> Problem Adaptation Therapy Suicide Prevention (PATH-SP) is a post-hospital home-delivered intervention for depressed, cognitively impaired older adults who made a suicide attempt. PATH-SP will be compared with Supportive Therapy for Cognitively Impaired (ST-CI).
<strong>Impact:</strong> An intervention for depressed cognitively impaired elders.",NULL,NULL,NULL,NULL
18622,Suicide Prevention Public Service Announcements (PSAs): A Randomized Controlled Trial,distinguished,http://afsp.org/wp-content/uploads/2017/10/Pirkis-Jane-2016.jpg,"Jane Pirkis, Ph.D.",University of Melbourne School of Population and Global Health (Australia),NULL,NULL,NULL,NULL,2017,NULL,"Community Intervention Studies",NULL,NULL,124450,Inside the Research,"<strong>Question: </strong>Can teens develop an effective suicide prevention public service announcement (PSA)?
<strong>Strategy: </strong>Run a competition for high school students to develop a suicide prevention PSA, develop the PSA, and compare it to a control film about another health issue.
<strong>Impact: </strong>Improved suicide prevention messaging.",NULL,NULL,NULL,NULL
6390,Suicide Risk Genes in Schizophrenia Using GWAS and Clozapine Effects on Signaling Mechanisms,distinguished,http://afsp.org/wp-content/uploads/2016/04/Meltzer-Herbert-2013.jpg,"Herbert Meltzer, M.D.",Northwestern University Feinberg School of Medicine,NULL,NULL,NULL,NULL,2014,NULL,"Genetic Studies",NULL,NULL,100001,Inside the Research,"<strong>Bio</strong>: Dr. Meltzer received his medical degree from Yale University in 1963. He is currently Professor of Psychiatry at Northwestern University’s Feinberg School of Medicine. He is also a member of the Scientific Council of the National Alliance for Research in Schizophrenia and Depression, and also serves as that group’s Chairman of its Young Investigator Review Committee.
<strong>Research Categories:</strong> Genetic studies, neurobiological studies, brain functioning studies
<strong>Abstract: </strong>About 5% of people with schizophrenia die by suicide. Clozapine, which is an antipsychotic medication, is shown to reduce suicide rates in people with schizophrenia. Twin and family studies suggest that 30 to 50% of the risk for suicidal behavior in this group may be inherited. Identifying genetic markers of the risk for suicide and predicting the ability of clozapine to reduce that risk would provide a way to optimize suicide risk reduction. Neurobiological and genetic studies suggest that complex interactions of gene networks and environmental factors contribute to suicide. There is evidence for the involvement of genes engaged in intracellular signaling (i.e., genes that send messages within a cell), as risk factors for suicide and for a differential effect of clozapine on these crucial complex pathways, in particular, the EGF-MAPK-ERK pathway. In Dr. Meltzer’s study, 140 participants assessed for suicidal ideation and behavior and diagnosed with schizophrenia are evaluated using a case-control design to compare the DNA of those who have made a suicide attempt to those who have not in order to determine if there is a genetic basis to the suicide-preventing properties of clozapine. Dr. Meltzer is attempting to find genes that distinguish the two groups and could be associated with suicidal behavior.
<strong>Impact: </strong>Identification of genetic markers that may lead to the identification of new and effective medication for suicide prevention.",NULL,NULL,NULL,NULL
2552,Suicide Risk in Rural Adults: A Comprehensive Model of Risk,"Standard Research Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Cukrowicz-Kelly-20112.jpg,"Kelly Cukrowicz, Ph.D.",Texas Tech University,NULL,NULL,NULL,NULL,2013,NULL,"Psychosocial Studies",NULL,NULL,90000,Inside the Research,"<strong>Bio:</strong> Dr. Cukrowicz received her doctorate from Florida State University in 2005. She is currently an Associate Professor in the Department of Psychology at Texas Tech University.
<strong>Research Category</strong><strong>:</strong> Psychosocial
<strong>Abstract:</strong> Rural adults are at 30-50% higher risk for suicide than adults living in urban areas, and we do not know what contributes to this discrepancy. Dr. Cukrowicz will examine potential physical, psychological, cognitive, and social contributors to suicidal ideation and behavior among adults living in rural areas who attempt suicide. Four hundred adults will be assessed with respect to suicidal ideation and behavior, suicide risk factors, vulnerability factors, and protective factors. Participants’ medical history will be documented and an interview to evaluate their mental health will be conducted. She is also examining how factors specific to rural areas, such as limited access to mental health care, stigma against mental illness, and the unique stresses of daily life, may influence suicidal ideation and behavior in this rural sample.  With such a comprehensive assessment the relative contributions of the factors can be more clearly described. .
<strong>Impact:</strong> Understanding factors that influence suicidal behavior among rural adults will inform culturally and geographically relevant treatments and interventions.",NULL,NULL,NULL,NULL
2543,Suicide Risk Prevention among Patients with Anxiety Psychopathology,distinguished,http://afsp.wpengine.com/wp-content/uploads/2016/01/Schmidt-Norman-2012.jpg,"Norman B. Schmidt, Ph.D.",Florida State University,NULL,NULL,NULL,NULL,2013,NULL,"Psychosocial Studies","Clinical Treatment Studies",NULL,99996,Inside the Research,"<strong>Bio:</strong> Dr. Schmidt received his doctorate from the University of Texas at Austin in 1991. He is currently a Professor of Psychology and the Founder and Director of the Anxiety and Behavioral Health Clinic at Florida State University.
<strong>Research Categories:</strong> Clinical Treatment, Psychosocial Risk
<strong>Abstract: </strong>Anxiety sensitivity and the way people make decisions, also known as cognitive bias, have been found to relate to suicidal ideation.  Cognitive bias modification (CBM) is an intervention that has helped change information processing biases in a positive direction among patients with anxiety disorders.
Anxiety sensitivity is thought of as a fear of arousal, and has been found to be a risk factor for suicidal ideation and suicide attempts. Anxiety sensitivity is often present for people with problems with anxiety, particularly panic disorder and posttraumatic stress disorder (PTSD). Fortunately, anxiety sensitivity can be reduced using brief, educational interventions leading to improvement in mood and suicide symptoms. The investigators will modify current interventions for anxiety sensitivity by adding cognitive bias modification (CBM).  By changing biases in the way people with anxiety disorders process information the expectation is that anxiety sensitivity and suicidal ideation will be reduced. Moreover, the brief interventions can be delivered by computer, thereby increasing the capacity for speedy and widespread distribution.
In this study, patients with an anxiety disorder diagnosis plus moderate to severe current suicidal ideation (N = 82) will be randomly assigned to an active treatment or a control condition. Participants will complete a full battery of assessments before and after the interventions as well as during 1-month and 4-month follow-ups. The hypothesis is that those in the active treatment will show large reductions in anxiety sensitivity, and that these changes will lead to reduced suicidal ideation.
This portable, brief and computerized intervention can reduce anxiety sensitivity quickly without the use of expensive resources such as highly trained clinicians. The implementation of anxiety sensitivity reduction techniques delivered via the internet could lead to rapid dissemination of preventative interventions.
<strong>Impact: </strong>The development of an accessible and effective intervention for anxiety sensitivity and suicidal ideation would substantially advance our ability to prevent suicide among those who have anxiety disorders.",NULL,NULL,NULL,NULL
11589,Suicides and Severe Suicide Attempts among Subjects with Childhood Neuropsychiatric Disorder,distinguished,http://afsp.org/wp-content/uploads/2016/12/Sourander-Andre-2015.jpg,"Andre Sourander, Ph.D.",University of Turku (Finland),NULL,NULL,NULL,NULL,2016,NULL,"Psychosocial Studies",NULL,NULL,125000,Inside the Research,"<p class=""p1""><b>Question: </b>What factors are associated with suicide among youth with neuropsychiatric disorders?</p>
<p class=""p1""><b>Strategy: </b>Use Finnish register cases of Autism Spectrum Disorders, Tourette’s Syndrome, ADHD and Conduct Disorder to examine prevalence and risk factors associated with suicide and severe suicide attempts.</p>
<p class=""p2""><b>Impact: </b>Early identification of high-risk adolescents with neuropsychiatric conditions.</p>",NULL,NULL,NULL,NULL
2445,Surviving Prostate Cancer but Succumbing to Suicide: Do Poor Health Outcomes Explain the Increased Risk?,pilot,http://afsp.wpengine.com/wp-content/uploads/2016/01/Recklitis-Christopher-2010.jpg,"Christopher Recklitis, Ph.D., M.P.H.",Dana-Farber Cancer Institute,NULL,NULL,NULL,NULL,2011,NULL,"Psychosocial Studies",NULL,NULL,30000,Inside the Research,"<strong>Bio:</strong> Dr. Recklitis received his doctorate from Boston University in 1993 and his master’s in public health from the Harvard School of Public Health in 2001. He is currently the Director of Research and Education at the Perini Family Survivors’ Center of Dana-Farber Cancer Institute and an Assistant Professor in the Department of Pediatrics at Harvard Medical School.
<strong>Research Categories:</strong> Prostate cancer, suicidal behavior.
<strong>Abstract: </strong>Men with prostate cancer are two to four times more likely to die by suicide compared with men who have never had prostate cancer. While the statistics clearly show this higher rate, little is known about what aspects of the cancer or health outcomes contribute to later suicide. Dr. Recklitis intends to determine whether physical health issues like pain, incontinence, and sexual problems following cancer treatment contribute to a cancer survivor’s suicidal ideation. The study involves a survey mailed to former patients of the Dana-Farber Cancer Institute to assess patients’ physical and mental health as well as suicidal ideation. It is expected that 500 men will participate. Dr. Recklitis’s study will be one of the first studies of suicidal ideation after prostate cancer to focus on the role of the patient’s health after treatment.
<strong>Impact:</strong> To understand the role physical health problems play in suicidal ideation and behavior, which may lead to educating physicians and developing new interventions to meet prostate survivors’ needs.",Research Connection,"<strong>Background</strong>
Cancer survivors have been shown to be more likely to have suicidal ideation than their same age peers. Prostate cancer survivors share this risk. They are also typically over 65, which puts them in an age group with increased risk for suicide.
<strong>The Problem</strong>
We need to know more about the factors that contribute to this suicide risk.
<strong>The Study</strong>
Dr. Christopher Recklitis surveyed prostate cancer (PC) survivors who were first diagnosed 3 to 8 years before the study.
The survey asked survivors about suicidal ideation, depressed mood, suicidal ideation and demographic characteristics. The survey also inquired about pain, health-related quality of life, lifetime and recent recurrence, as well as the use of health services in the past 12 months.
The survey included:
<ol>
 	<li>The 26-item Expanded Cancer Index Composite Instrument (EPIC-26) about symptoms and PC treatment.</li>
 	<li>The Short-form 12 (SF-12).</li>
 	<li>The Beck Depression Inventory.</li>
 	<li>The Geriatric Depression Inventory.</li>
</ol>
<strong>The Results</strong>
The response to the survey was impressive, with 693 of 979 men completing the questionnaires.
<ul>
 	<li>Over 12% of men reported some suicidal ideation, with 5.2% reporting active suicidal ideation and 1.4% reporting serious suicidal ideation—all higher levels than peers without cancer.</li>
 	<li>Emotional and physical health, unemployment, pain, low income, and depressed mood (not clinically significant depression) were associated with suicidal ideation.</li>
 	<li>Having a previous mental health condition related to suicidal ideation.</li>
 	<li>Age, type of cancer treatment, time since cancer diagnosis, cancer recurrence, and other treatment factors were not related to suicidal ideation.</li>
</ul>
<strong>The Takeaway</strong>
While most men fare well, some men with PC are at long-term risk for emotional and physical discomfort. Physicians should check in with patients about their pain (physical and emotional), address concerns about side effects and mood, and assess for suicidal ideation using several questions about different periods of time. For patients with pervious mental health conditions, a PC cancer diagnosis may increase their risk and extra attention may need to be given for their care and support.",Related Publications,"Recklitis CJ, Zhou ES, Zwemer EK, Hu JC, Kantoff PW. Suicidal ideation in prostate cancer survivors: Understanding the role of physical and psychological health outcomes. Cancer. 2014 Jun 24. doi: 10.1002/cncr.28880. [Epub ahead of print] PMID: 24962506
Zhou ES, Hu JC, Kantoff PW, Recklitis CJ. Identifying suicidal symptoms in prostate cancer survivors using brief self-report. J Cancer Surviv. 2014 Aug 19. [Epub ahead of print] PMID: 25135206"
29580,"Surviving Suicide and Opioid-related Loss: Examining Needs, Support, and Grief Trajectories",pilot,http://afsp.org/wp-content/uploads/2018/11/Bottomley-Jamison-2017.jpg,"Jamison Bottomley, M.S.",University of Memphis,NULL,NULL,NULL,NULL,2018,NULL,"Loss Survivor Studies",NULL,NULL,30000,Inside the Research,"<strong>Question: </strong>Are grief and need for support different among people who have experienced a loss by suicide compared to those with loss by opioids or other causes?
<strong>Strategy: </strong>An online assessment consisting of open-ended questions and validated measures of psychiatric symptoms, grief, trauma and suicidal ideation and behavior will be used to learn about surviving the death of a loved one due to suicide, opioids, and other causes. Measures will be administered repeatedly over time to examine grief and use of support.
<strong>Impact: </strong>Interventions for suicide and opioid loss survivors.",NULL,NULL,NULL,NULL
2443,The Acquired Capability for Suicide: A Mechanism Underlying the Gender Disparity in Suicide Rates,"Young Investigator Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Smith-Phillip-2010-2.jpg,"Phillip Smith, Ph.D.",University of South Alabama,NULL,NULL,NULL,NULL,2011,"Yeates Conwell, M.D., University of Rochester School of Medicine and Dentistry","Psychosocial Studies",NULL,NULL,81990,Inside the Research,"<strong>Bio:</strong> Dr. Smith received his doctorate in 2009 from Texas Tech University. He is currently an Assistant Professor of Psychology in the Department of Psychology at the University of South Alabama and the Director of The Suicidal Behaviors Research Group at the University of South Alabama.
<strong>Research Categories:</strong> Gender, male socialization.
<strong>Abstract: </strong>Does the way in which boys and men are socialized play a role in their increased suicide rate over that of women and girls? Dr. Smith hypothesizes that the greater exposure of men to life events involving physical pain, and to fear such as violence, injury, and trauma, will reduce their fear of death and increase their tolerance for pain. Decreased fear of death and increased pain tolerance combine to produce an acquired capability for suicide. One hundred men seen in a hospital psychiatric emergency room or admitted to inpatient psychiatric facilities will be interviewed and asked to complete questionnaires about their experiences, acquired capability for suicide, and suicidal ideation and attempts. Dr. Smith theorizes that men who adhere to traditional male gender norms involving restricted emotional expression, and those who report greater suicidal ideation in the presence of greater acquired capability for suicide, will be more likely to report a recent suicide attempt. These characteristics might help explain why men complete suicide four times as often as women.
<strong>Impact:</strong> To increase the understanding of the gender discrepancy in suicide rates, and to improve suicide risk assessment for men.",NULL,NULL,NULL,NULL
3662,The Association of Social Capital and Self-Harm in Rural Sri Lanka,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2016/01/Pearson-Melissa-2014.jpg,"Melissa Pearson, B.S.W., Ph.D.",University of Edinburgh,NULL,NULL,NULL,NULL,2015,"Michael Eddleston, Ph.D., University of Edinburgh","Psychosocial Studies",NULL,NULL,104000,Inside the Research,"<strong>Question:</strong> Does household and community trust and connection relate to suicide rates?
<strong>Strategy:</strong> Map the incidence of self harm across 180 villages in Sri Lanka and perform an ecological analysis to determine the association of self harm with social capital (trust and connectedness in the community).
<strong>Impact:</strong> Public health suicide prevention initiatives.",NULL,NULL,NULL,NULL
3624,"The Changing Epidemiology of Suicide: Age, Period and Cohort Factors","Standard Research Grant",http://afsp.org/wp-content/uploads/2016/01/Phillips-Julie-2013.jpg,"Julie Phillips, Ph.D.",Rutgers University,NULL,NULL,NULL,NULL,2014,NULL,"Psychosocial Studies",NULL,NULL,82516,Inside the Research,"<strong>Bio:</strong> Dr. Phillips received her Ph.D. in demography and sociology rom the University of Pennsylvania in 1998. She is currently an Associate Professor in the Department of Sociology and the Institute for Health, Health Care Policy and Aging Research at Rutgers University.
<strong>Research Category:</strong> Psychosocial
<strong>Abstract:</strong> Since 1999, suicide rates have increased dramatically among middle-aged persons in the U.S., an age group that has historically shown stable or declining rates.  <em>Age effects</em><em> </em>refer to variations associated with the aging process due to differences in physiology, social roles and status. <em>Birth cohort effects</em> pertain to distinctions among groups of people born during the same period who encounter the same historical and social events at the same age while <em>period effects</em> are historical, social or environmental events that occur during a given time period and affect all age/cohort groups simultaneously. The project centers on the baby boom cohort (born between 1946 and 1964) and will incorporate birth cohorts that precede the baby boomers (born between 1920 and 1945) and those that follow them (born between 1965 and 1984).  Suicide risk will be considered over a wide scope of the life course from ages 18 up.  Due to data availability, the research will focus on the period between the mid-1980s through to 2011.  The risk of suicide by birth cohort starts to rise with Baby Boomers and continues to increase with subsequent birth cohorts. The changing nature of work and health in midlife has reduced social integration and regulation, which have been shown to be risk factors for suicidal ideation and behavior. Dr. Phillip’s study will use data on participants’ marital status (which is an indicator of social relationships), socioeconomic status, and health status (which would be an indicator of physical discomfort, depression, and economic strain). Cohort- and period-level measures will be combined from publicly-available surveys with individual-level variables from the National Health Interview Survey for the period 1986 to 2011. Hierarchical linear statistical modeling will be used to conduct age-period-cohort analyses.  It is expected that cohort and time period play a role in suicide risk above and beyond individual-level factors, and that the degree of social integration and regulation that characterize time periods and cohorts will also be important contributors.
<strong>Impact:</strong> Enhanced understanding of middle-aged suicide and improved prevention efforts.",NULL,NULL,NULL,NULL
2538,The Consequences of Bereavement by Suicide,"Standard Research Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Erlangsen-Annette-2010.jpg,"Annette Erlangsen, Ph.D.",Johns Hopkins School of Public Health,NULL,NULL,NULL,NULL,2011,NULL,"Loss Survivor Studies",NULL,NULL,75000,Inside the Research,"<strong>Bio:</strong> Dr. Erlangsen received her doctorate from the University of South Denmark and the Max Planck Institute of Demographic Research in Germany. She is currently a Senior Researcher at the Mental Health Centre Copenhagen at the University of Copenhagen in Demark, and an Adjunct Professor at the Johns Hopkins School of Public Health in the U.S. In addition to her grant from AFSP, she has recently received research grants from the Danish Ministry for Social Welfare and the Danish Health Insurance Foundation.
<strong>Research Category:</strong> Bereavement
<strong>Abstract: </strong>When people experience grief, their health may worsen. Dr. Erlangsen is investigating the effect of bereavement after a suicide loss on physical and mental health using the Danish Register Data, a registry of all medical and psychiatric contacts as well as medication prescriptions issued to all individuals living in Denmark from 1981 to 2008. She will use 29 years of records to determine whether those who have lost someone to suicide differ from the general public in their use of medical and psychiatric resources after the loss. She will use the registry to examine the effects of specific demographic characteristics and previous physical and mental health factors in relation to any changes identified. The results are expected to increase our understanding of the medical and psychiatric impact of bereavement following a suicide.
<strong>Impact:</strong> To identify individuals who are at increased risk for mental and physical health problems after losing someone to suicide in order to focus and optimize intervention efforts.",NULL,NULL,NULL,NULL
3626,The contribution of job stress to suicide: a case control and life chart approach,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/01/Milner-Allison-2013.jpg,"Allison Milner, Ph.D.",The University of Melbourne,NULL,NULL,NULL,NULL,2014,NULL,"Psychosocial Studies",NULL,NULL,90000,Inside the Research,"<strong>Bio:</strong> Dr. Milner received her Ph.D. in suicidology from Griffith University in 2010. She is currently Deputy Director of the Work, Health and Wellbeing Unit at the Population Health Strategic Research Centre of the Deakin University (Australia) School of Health &amp; Social Development.
<strong>Research Category:</strong> Psychosocial - assessment and risk
<strong>Abstract: </strong><span style=""line-height: 1.5;"">It has been suggested that workplace stress may be a significant contributor to death by suicide yet this has not been well studied. Dr. Milner’s investigates the role of workplace stress by examining people who died by suicide in Australia from 2005-2010, identified using the National Coroners Information System (NCIS).  First, she will document how often the role of work is recorded in the police reports about the suicide deaths. . She will compare deceased persons’ coded occupational information with that found in the Household Income and Labour Dynamics of Australia, a survey of employed people in Australia that gathers information about average job stress for a variety of jobs. The survey includes information on job demands, social support in the workplace, and job insecurity. Initial information will be gathered about 3,950 people who died by suicide from 2005-2010.  Next, she will compare approximately 200 employed people who died by suicide for which work stress was noted and compare them with people who died between 2005-2009 from other causes who are matched for age and gender. Case files in the national coroners’ database along with detailed case briefs from the Victorian Coroner’s Office will be reviewed and a LIFE Chart will be completed for each case and comparator.  Access to lethal means and potential protective factors will also be considered.</span>
<strong>Impact: </strong>This information can be used to develop workplace suicide prevention initiatives.",NULL,NULL,NULL,NULL
18623,The Effect of Parenting Practices During Childhood on Adolescent Suicidality,"Standard Research Grant",http://afsp.org/wp-content/uploads/2017/10/Colman-Ian-2016.jpg,"Ian Coleman, Ph.D.",University of Ottawa (Canada),NULL,NULL,NULL,NULL,2017,NULL,"Psychosocial Studies",NULL,NULL,98200,Inside the Research,"<strong>Question: </strong>What is the impact of parenting on adolescent suicidal ideation and behavior?
<strong>Strategy: </strong>Use the National Longitudinal Survey of Children and Youth to examine the relationships of positive and negative parenting on their child’s suicidal ideation and behavior.
<strong>Impact: </strong>Identify intervention targets and strategies for suicidal youth.",NULL,NULL,NULL,NULL
2483,The Electronic Intervention for Suicidality (EIS): A Novel Adjunctive Treatment for Suicide Risk,"Young Investigator Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Armey-Michael-2011.png,"Michael Armey, Ph.D.",Butler Hospital,NULL,NULL,NULL,NULL,2012,"Ivan Miller, Ph.D., Butler Hospital","Clinical Treatment Studies",NULL,NULL,84027,Inside the Research,"<strong>Bio:</strong> Dr. Armey received his doctorate at Kent State University in 2009. He is currently a "Postdoctoral Research Fellowship fellow at Butler Hospital and Brown University School of Medicine.
<strong>Research Categories:</strong> Intervention and treatment development for people who have made suicide attempts
<strong>Abstract:</strong> Imagine an individualized approach to suicidal ideation where a person who is struggling can use the internet and a smartphone to help him or her through a difficult moment. Dr. Armey is working to develop an acceptable and feasible add-on to interventions for suicidal ideation using a combination of internet-based interactive educational modules and adaptive, smartphone-delivered, interventions. His study is aimed at refining the Electronic Intervention for Suicidality (EIS) treatment manual, software, and website. Treatment development involves a two-wave assessment of the intervention program. A small sample of adults who recently attempted suicide will participate after their discharge from the hospital. They will use the interactive internet modules and smartphone interventions to provide feedback to the researcher regarding suicidal ideation, urges, and hospitalization. Feasibility and acceptability of the interventions will be assessed and the program will be improved as a result of this process. Electronic aids may provide a suitable approach to engaging and helping people who have suicidal ideation and a history of suicide attempt.
<strong>Impact:</strong> Development of accessible, effective, personalized computer-adaptive interventions to supplement treatment for individuals with suicidal ideation and risk.",NULL,NULL,NULL,NULL
152913,The Gut-Brain Axis and Suicide Attempts: New Markers for Assessment and Prevention,"Standard Research Grant",http://afsp.org/wp-content/uploads/2019/11/Dickerson-Faith-2018.jpg,"Faith Dickerson, Ph.D., M.P.H. ",Sheppard Pratt Health System,NULL,NULL,NULL,NULL,2018,NULL,"Neurobiological Studies",NULL,NULL,100000,Grant Information,"The gut and the brain are connected, and gastrointestinal inflammation has been found to be related to depression and risk for suicidal behavior. Contributors such as life stress, aggression, and impulsiveness also play a role in suicide risk. Comparing people hospitalized for a suicide attempt with those psychiatrically hospitalized for other reasons, and following them over time, will allow for the study of how these factors change and associate over time. The availability of dietary interventions offers the possibility of innovative and effective treatment.",NULL,NULL,NULL,NULL
2465,The Neural Circuitry of Suicidality in Adolescent Depression,"Standard Research Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Blumberg-Hilary-2010.jpg,"Hilary Blumberg, M.D.",Yale University,NULL,NULL,NULL,NULL,2011,NULL,"Neurobiological Studies",NULL,NULL,75000,Inside the Research,"<strong>Bio:</strong> Dr. Blumberg received her medical degree from Cornell University Medical College in 1990 and is currently an Associate Professor at the Yale School of Medicine, Director of the Mood Disorders Research Program at Yale, and Co-Director of the VA Research Enhancement Award Program’s Depression Center.
<strong>Research Categories:</strong> Depression, adolescents, brain imaging
<strong>Abstract: </strong>Dr. Blumberg will use a brain scanning technique known as functional magnetic resonance imaging (fMRI) to identify differences between the brain circuitry of depressed adolescents who have made a suicide attempt and depressed adolescents who have not attempted suicide. Both groups will be asked to perform certain tasks while brain images are taken. In addition, the adolescents will complete an interview, perform behavioral tasks, and complete questionnaires relating to suicidal ideation and behavior, aggression, and impulsiveness. Dr. Blumberg will also measure the density of brain fibers, known as white matter. She is testing the hypothesis that adolescents with major depression and a history of suicide attempts show a decrease in regulation and structural integrity of the brain circuitry of the frontal cortex, the part of the brain responsible for emotion and impulse control.
<strong>Impact:</strong> To understand the causes and development of suicidal behavior, and to design more targeted and effective methods for early identification of suicide risk.",NULL,NULL,NULL,NULL
3666,The Neurocircuitry of Suicidal Thinking in Bipolar Disorder: A Pilot Research Project,pilot,http://afsp.org/wp-content/uploads/2016/01/Malhi-Gin-2014.jpeg,"Gin Malhi, M.B., Ch.B., B.Sc. (Hons), FRCPsych, FRANZCP, M.D.",The University of Sydney; Royal North Shore Hospital,NULL,NULL,NULL,NULL,2015,NULL,"Neurobiological Studies",NULL,NULL,29500,Inside the Research,"<strong>Question:</strong> Can fMRI brain scans assist in the determination of risk for suicidal behavior among people with bipolar disorder?
<strong>Strategy:</strong> Depressed patients with bipolar disorder, with and without severe suicidal ideation, with be compared using fMRI brain scans.
<strong>Impact:</strong> Better assessment and understanding of the neural circuitry of suicidal thinking.",NULL,NULL,NULL,NULL
18653,The Neurocircuitry of Suicidal Thinking in Bipolar Disorder: The Anti-Suicidal Properties of Lithium,"Standard Research Grant",http://afsp.org/wp-content/uploads/2017/10/Malhi-Gin-single-2016.jpg,"Gin Malhi, M.D.",University of Sydney Royal North Shore Hospital (Australia),NULL,NULL,NULL,NULL,2017,NULL,"Neurobiological Studies",NULL,NULL,95250,Inside the Research,"<strong>Question: </strong>How does lithium, a medicine shown to reduce suicide risk, impact the brain?
<strong>Strategy: </strong>Brain connectivity of 150 people with bipolar disorder who are taking vs. not taking lithium will be compared using brain imaging (fMRI).
<strong>Impact: </strong>Better understanding of how lithium reduces suicide risk.",NULL,NULL,NULL,NULL
29563,The Neuroimmunology of Suicide in Youth,"Standard Research Grant",http://afsp.org/wp-content/uploads/2018/11/Gabbay-Vilma-2017.jpg,"Vilma Gabbay, M.D., M.S.",Icahn School of Medicine at Mt. Sinai,NULL,NULL,NULL,NULL,2018,NULL,"Neurobiological Studies",NULL,NULL,100000,Inside the Research,"<strong>Question: </strong>How do anhedonia, inflammation, and brain circuitry contribute to suicidal behavior?
<strong>Strategy: </strong>Anhedonia (diminished pleasure), neuroimmunological processes, and brain cirucuitry (connections) will be compared among 30 adolescents with depression and a recent suicide attempt, 30 adolescents with non-suicidal depression, and 30 adolescents without a psychiatric history (HC), ages 12-17. Clinical evaluations, a blood test for measures of inflammation, and an MRI (imaging to assess brain function) will be conducted.
<strong>Impact: </strong>Identification of biological factors that could be the target of interventions to reduce youth suicide.",NULL,NULL,NULL,NULL
11579,The Relationship Between Decision-Making In a Negative Environment and Suicidal Behaviors,"Postdoctoral Research Fellowship,http://afsp.org/wp-content/uploads/2016/11/Millner-Alexander-2015.png,"Alexander Millner, Ph.D.",Harvard University,NULL,NULL,NULL,NULL,2016,"Matthew Nock, Ph.D., Harvard University","Psychosocial Studies",NULL,NULL,104000,Inside the Research,"<strong>Question:</strong> How do the ways people make decisions relate to suicidal behavior?</span></p>
<strong>Strategy:</strong> Participants complete two novel tasks assessing decision-making, and escape behaviors under aversive contexts. Individuals with suicidal ideation are compared to those who have made a suicide attempt.</span></p>
<strong>Impact:</strong>  Understanding the role of decision-making in suicidal behavior. </span></p>",NULL,NULL,NULL,NULL
